"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T23:48:00.000", "2023-01-04T00:54:00.000", ... , "2042-12-30T05:00:00.000", "2042-12-31T05:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2024-01-09 01:00:00.000000 UTC","2460318.5416666665 JD UTC"
"2024-01-10 02:00:00.000000 UTC","2460319.5833333335 JD UTC"
"2024-01-11 02:48:00.000000 UTC","2460320.6166666667 JD UTC"
"2024-01-12 03:36:00.000000 UTC","2460321.6500000000 JD UTC"
"2024-01-13 04:12:00.000000 UTC","2460322.6750000000 JD UTC"
"2024-01-14 04:42:00.000000 UTC","2460323.6958333333 JD UTC"
"2024-01-15 05:00:00.000000 UTC","2460324.7083333335 JD UTC"
"2024-01-16 05:06:00.000000 UTC","2460325.7125000000 JD UTC"
"2024-01-20 23:06:00.000000 UTC","2460330.4625000000 JD UTC"
"2024-01-22 00:24:00.000000 UTC","2460331.5166666666 JD UTC"
"2024-01-23 01:18:00.000000 UTC","2460332.5541666667 JD UTC"
"2024-01-24 02:00:00.000000 UTC","2460333.5833333335 JD UTC"
"2024-01-25 02:36:00.000000 UTC","2460334.6083333334 JD UTC"
"2024-01-26 03:00:00.000000 UTC","2460335.6250000000 JD UTC"
"2024-01-27 03:18:00.000000 UTC","2460336.6375000000 JD UTC"
"2024-01-28 03:30:00.000000 UTC","2460337.6458333335 JD UTC"
"2024-01-29 03:24:00.000000 UTC","2460338.6416666666 JD UTC"
"2024-02-05 23:24:00.000000 UTC","2460346.4750000000 JD UTC"
"2024-02-07 00:42:00.000000 UTC","2460347.5291666670 JD UTC"
"2024-02-08 01:36:00.000000 UTC","2460348.5666666670 JD UTC"
"2024-02-09 02:24:00.000000 UTC","2460349.6000000000 JD UTC"
"2024-02-10 03:00:00.000000 UTC","2460350.6250000000 JD UTC"
"2024-02-11 03:24:00.000000 UTC","2460351.6416666666 JD UTC"
"2024-02-12 03:48:00.000000 UTC","2460352.6583333330 JD UTC"
"2024-02-13 03:48:00.000000 UTC","2460353.6583333330 JD UTC"
"2024-02-17 21:24:00.000000 UTC","2460358.3916666666 JD UTC"
"2024-02-18 22:54:00.000000 UTC","2460359.4541666666 JD UTC"
"2024-02-19 23:54:00.000000 UTC","2460360.4958333330 JD UTC"
"2024-02-21 00:42:00.000000 UTC","2460361.5291666670 JD UTC"
"2024-02-22 01:18:00.000000 UTC","2460362.5541666667 JD UTC"
"2024-02-23 01:48:00.000000 UTC","2460363.5750000000 JD UTC"
"2024-02-24 02:06:00.000000 UTC","2460364.5875000000 JD UTC"
"2024-02-25 02:12:00.000000 UTC","2460365.5916666670 JD UTC"
"2024-02-26 01:48:00.000000 UTC","2460366.5750000000 JD UTC"
"2024-03-04 21:36:00.000000 UTC","2460374.4000000000 JD UTC"
"2024-03-05 23:06:00.000000 UTC","2460375.4625000000 JD UTC"
"2024-03-07 00:12:00.000000 UTC","2460376.5083333333 JD UTC"
"2024-03-08 01:00:00.000000 UTC","2460377.5416666665 JD UTC"
"2024-03-09 01:36:00.000000 UTC","2460378.5666666670 JD UTC"
"2024-03-10 02:00:00.000000 UTC","2460379.5833333335 JD UTC"
"2024-03-11 02:18:00.000000 UTC","2460380.5958333330 JD UTC"
"2024-03-12 02:12:00.000000 UTC","2460381.5916666670 JD UTC"
"2024-03-12 14:54:00.000000 UTC","2460382.1208333330 JD UTC"
"2024-03-13 16:12:00.000000 UTC","2460383.1750000000 JD UTC"
"2024-03-14 17:30:00.000000 UTC","2460384.2291666665 JD UTC"
"2024-03-15 18:42:00.000000 UTC","2460385.2791666670 JD UTC"
"2024-03-16 19:54:00.000000 UTC","2460386.3291666666 JD UTC"
